subscriberId,monthlySpend,dataUsageGb,voiceMinutes,churnRisk,valueScore,acceptedCampaigns,rejectedCampaigns,tariff,segment
SUB-00274,125.07,15.52,410,0.2363,0.2808,0,5,Premium Tarife,BELIRSIZ
SUB-00275,165.7,15.93,323,0.2361,0.1318,1,0,Premium Tarife,BELIRSIZ
SUB-00276,219.75,13.05,511,0.3796,0.3427,4,2,Öğrenci Tarifesi,BELIRSIZ
SUB-00277,184.04,9.39,150,0.4021,0.3994,1,3,Premium Tarife,YUKSEK_DEGER
SUB-00278,174.93,24.34,509,0.3136,0.3583,5,4,Standart Tarife,BELIRSIZ
SUB-00279,138.98,11.16,322,0.2141,0.5713,2,4,Genç Tarife,RISKLI_KAYIP
SUB-00280,88.86,15.78,672,0.5073,0.2556,1,2,Öğrenci Tarifesi,BELIRSIZ
SUB-00281,60.88,21.85,780,0.4833,0.5266,0,2,Standart Tarife,RISKLI_KAYIP
SUB-00282,105.19,35.49,882,0.3928,0.1949,3,2,Premium Tarife,RISKLI_KAYIP
SUB-00283,140.41,33.7,1267,0.0253,0.5531,0,2,Genç Tarife,BELIRSIZ
SUB-00284,151.31,11.93,864,0.2954,0.5409,1,0,Premium Tarife,YUKSEK_DEGER
SUB-00285,243.28,9.01,659,0.1783,0.214,0,2,Aile Paketi,BELIRSIZ
SUB-00286,132.79,40.17,167,0.2453,0.4487,0,0,Premium Tarife,YENI_ABONE
SUB-00287,201.64,11.12,53,0.0922,0.4139,1,0,Aile Paketi,YUKSEK_DEGER
SUB-00288,51.26,23.69,714,0.4975,0.511,2,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00289,171.48,3.58,211,0.0568,0.5012,3,5,Aile Paketi,YENI_ABONE
SUB-00290,164.39,2.29,1791,0.1871,0.5819,1,0,Aile Paketi,YUKSEK_DEGER
SUB-00291,302.38,17.82,119,0.1057,0.69,4,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00292,125.14,14.28,642,0.086,0.3713,1,0,Öğrenci Tarifesi,BELIRSIZ
SUB-00293,121.83,27.83,439,0.5185,0.3587,1,2,Aile Paketi,RISKLI_KAYIP
SUB-00294,220.64,9.48,131,0.3648,0.217,2,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00295,64.34,20.75,437,0.5164,0.3377,0,4,Standart Tarife,RISKLI_KAYIP
SUB-00296,168.85,26.86,231,0.1022,0.6251,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00297,61.99,9.78,367,0.2822,0.5563,0,2,Öğrenci Tarifesi,BELIRSIZ
SUB-00298,378.6,13.29,370,0.4677,0.5672,1,3,Standart Tarife,YUKSEK_DEGER
SUB-00299,111.79,6.8,233,0.0653,0.6435,1,0,Aile Paketi,BELIRSIZ
SUB-00300,59.07,28.49,303,0.0877,0.3893,2,1,Premium Tarife,PASIF
SUB-00301,104.7,24.55,217,0.2394,0.2833,1,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00302,169.46,25.78,92,0.2378,0.269,1,2,Standart Tarife,BELIRSIZ
SUB-00303,198.0,14.23,414,0.0077,0.6366,0,0,Premium Tarife,YUKSEK_DEGER
SUB-00304,293.49,24.27,861,0.0244,0.2525,2,3,Genç Tarife,BELIRSIZ
SUB-00305,96.6,15.17,227,0.5825,0.5706,0,1,Standart Tarife,RISKLI_KAYIP
SUB-00306,226.41,44.55,1124,0.0248,0.5154,2,0,Premium Tarife,BELIRSIZ
SUB-00307,41.39,16.83,1264,0.1026,0.2593,1,2,Premium Tarife,BELIRSIZ
SUB-00308,72.0,32.45,286,0.3087,0.6815,0,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00309,52.36,14.29,334,0.1688,0.4318,4,3,Aile Paketi,PASIF
SUB-00310,85.5,38.71,290,0.1172,0.3182,0,4,Öğrenci Tarifesi,BELIRSIZ
SUB-00311,220.57,8.99,169,0.0595,0.439,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00312,98.14,22.55,335,0.3126,0.48,1,4,Premium Tarife,BELIRSIZ
SUB-00313,110.54,10.43,310,0.6832,0.5881,0,1,Genç Tarife,RISKLI_KAYIP
SUB-00314,172.17,20.14,410,0.0023,0.2626,0,4,Aile Paketi,YUKSEK_DEGER
SUB-00315,193.18,11.16,424,0.2082,0.4213,1,3,Premium Tarife,YUKSEK_DEGER
SUB-00316,112.72,16.79,159,0.702,0.433,4,1,Standart Tarife,RISKLI_KAYIP
SUB-00317,71.65,12.42,565,0.4368,0.2058,1,1,Standart Tarife,BELIRSIZ
SUB-00318,344.14,26.24,332,0.219,0.6077,2,7,Aile Paketi,YUKSEK_DEGER
SUB-00319,113.2,23.19,184,0.1292,0.3025,1,1,Premium Tarife,BELIRSIZ
SUB-00320,120.51,10.15,327,0.3114,0.2914,4,3,Öğrenci Tarifesi,BELIRSIZ
SUB-00321,130.26,9.93,435,0.0381,0.6149,1,0,Standart Tarife,BELIRSIZ
SUB-00322,205.12,8.38,959,0.4054,0.5939,4,0,Genç Tarife,BELIRSIZ
SUB-00323,49.23,7.09,867,0.5541,0.3326,0,0,Genç Tarife,YENI_ABONE
SUB-00324,419.06,27.41,270,0.6413,0.4332,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00325,118.41,8.0,348,0.137,0.382,1,6,Aile Paketi,BELIRSIZ
SUB-00326,209.16,21.3,213,0.5816,0.1769,2,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00327,59.58,11.63,481,0.6079,0.5712,0,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00328,161.93,31.85,280,0.395,0.2811,0,0,Genç Tarife,YENI_ABONE
SUB-00329,383.1,51.42,340,0.1828,0.5096,2,3,Aile Paketi,YUKSEK_DEGER
SUB-00330,353.26,0.62,730,0.3039,0.5252,2,1,Genç Tarife,YUKSEK_DEGER
SUB-00331,205.99,8.9,159,0.1043,0.7261,1,1,Standart Tarife,YUKSEK_DEGER
SUB-00332,81.64,11.49,869,0.2741,0.4284,1,2,Standart Tarife,BELIRSIZ
SUB-00333,284.75,14.59,511,0.0761,0.5867,0,2,Aile Paketi,YUKSEK_DEGER
SUB-00334,41.15,13.95,844,0.2833,0.5797,2,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00335,79.63,5.71,619,0.1441,0.3183,2,1,Standart Tarife,BELIRSIZ
SUB-00336,139.46,52.08,690,0.1851,0.4733,2,2,Premium Tarife,BELIRSIZ
SUB-00337,44.15,14.32,396,0.2477,0.2674,1,3,Öğrenci Tarifesi,BELIRSIZ
SUB-00338,104.55,23.12,180,0.2569,0.3478,1,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00339,229.05,23.6,256,0.2757,0.5106,0,2,Aile Paketi,RISKLI_KAYIP
SUB-00340,91.44,4.61,222,0.204,0.2946,0,0,Aile Paketi,YENI_ABONE
SUB-00341,235.27,12.95,73,0.0192,0.5181,2,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00342,481.61,27.41,729,0.2629,0.6362,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00343,184.32,40.29,367,0.078,0.4456,0,3,Aile Paketi,BELIRSIZ
SUB-00344,232.94,13.15,209,0.3381,0.361,2,1,Premium Tarife,RISKLI_KAYIP
SUB-00345,290.26,5.43,1234,0.2253,0.3669,0,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00346,110.93,10.76,1558,0.5132,0.274,1,3,Genç Tarife,RISKLI_KAYIP
SUB-00347,229.77,12.74,144,0.3028,0.2287,0,4,Öğrenci Tarifesi,BELIRSIZ
SUB-00348,109.2,12.38,335,0.5103,0.3712,2,1,Aile Paketi,RISKLI_KAYIP
SUB-00349,176.72,8.38,320,0.2505,0.384,2,5,Premium Tarife,BELIRSIZ
SUB-00350,249.87,4.92,197,0.0812,0.3107,0,2,Premium Tarife,BELIRSIZ
SUB-00351,84.24,6.75,718,0.3523,0.2329,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-00352,21.39,10.83,74,0.1,0.2859,3,5,Öğrenci Tarifesi,PASIF
SUB-00353,78.87,27.11,1047,0.1907,0.4113,2,3,Standart Tarife,BELIRSIZ
SUB-00354,271.06,34.1,408,0.0271,0.3393,2,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00355,72.2,18.1,1173,0.3802,0.349,3,3,Standart Tarife,BELIRSIZ
SUB-00356,262.52,6.91,385,0.6194,0.5606,1,2,Premium Tarife,YUKSEK_DEGER
SUB-00357,79.14,11.31,319,0.2566,0.3098,0,3,Aile Paketi,YUKSEK_DEGER
SUB-00358,127.66,2.41,754,0.1831,0.5154,0,1,Standart Tarife,BELIRSIZ
SUB-00359,145.44,40.79,1168,0.2859,0.629,1,2,Standart Tarife,RISKLI_KAYIP
SUB-00360,71.96,9.99,1055,0.2392,0.1405,0,0,Genç Tarife,YENI_ABONE
SUB-00361,128.55,21.83,105,0.65,0.6262,2,0,Standart Tarife,RISKLI_KAYIP
SUB-00362,46.29,32.57,892,0.2766,0.2514,3,2,Öğrenci Tarifesi,BELIRSIZ
SUB-00363,117.35,48.05,309,0.4749,0.4603,3,4,Premium Tarife,RISKLI_KAYIP
SUB-00364,138.2,29.1,359,0.5212,0.1987,0,3,Standart Tarife,RISKLI_KAYIP
SUB-00365,22.39,12.32,304,0.4345,0.2164,2,5,Genç Tarife,PASIF
SUB-00366,78.41,23.84,255,0.3778,0.4696,1,2,Öğrenci Tarifesi,BELIRSIZ
SUB-00367,173.54,46.94,337,0.0721,0.5901,4,1,Genç Tarife,BELIRSIZ
SUB-00368,66.25,9.92,192,0.1928,0.3814,4,0,Öğrenci Tarifesi,BELIRSIZ
SUB-00369,190.68,4.69,895,0.2499,0.2629,0,4,Aile Paketi,BELIRSIZ
SUB-00370,201.68,8.44,614,0.0764,0.4735,0,0,Premium Tarife,YENI_ABONE
SUB-00371,173.09,22.78,459,0.2688,0.7032,1,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00372,228.2,12.56,304,0.2382,0.4229,3,1,Aile Paketi,YUKSEK_DEGER
SUB-00373,43.98,15.69,268,0.1693,0.3685,1,4,Öğrenci Tarifesi,BELIRSIZ
SUB-00374,256.29,25.4,524,0.2221,0.6403,2,2,Aile Paketi,YUKSEK_DEGER
SUB-00375,72.77,8.28,468,0.0288,0.1958,0,2,Öğrenci Tarifesi,PASIF
SUB-00376,155.74,15.14,786,0.3922,0.6457,1,0,Standart Tarife,RISKLI_KAYIP
SUB-00377,374.6,11.16,271,0.4724,0.4723,0,0,Standart Tarife,YUKSEK_DEGER
SUB-00378,115.75,45.75,253,0.2232,0.1296,2,0,Genç Tarife,BELIRSIZ
SUB-00379,147.7,28.5,598,0.0866,0.4237,2,3,Premium Tarife,BELIRSIZ
SUB-00380,73.08,12.63,679,0.396,0.4667,3,2,Öğrenci Tarifesi,PASIF
SUB-00381,372.52,12.1,1487,0.0131,0.6246,1,2,Genç Tarife,YUKSEK_DEGER
SUB-00382,78.53,49.05,100,0.2249,0.6337,1,2,Standart Tarife,YUKSEK_DEGER
SUB-00383,211.94,46.54,925,0.0707,0.6342,1,3,Öğrenci Tarifesi,BELIRSIZ
SUB-00384,289.97,22.68,434,0.0423,0.6211,0,2,Aile Paketi,YUKSEK_DEGER
SUB-00385,223.68,16.21,282,0.2204,0.5245,0,5,Genç Tarife,YUKSEK_DEGER
SUB-00386,179.45,5.8,529,0.5272,0.2903,2,2,Premium Tarife,RISKLI_KAYIP
SUB-00387,154.31,8.5,517,0.2388,0.2978,3,0,Premium Tarife,YUKSEK_DEGER
SUB-00388,59.13,5.41,288,0.1576,0.3964,0,2,Öğrenci Tarifesi,PASIF
SUB-00389,363.21,33.41,107,0.0572,0.816,2,1,Genç Tarife,YUKSEK_DEGER
SUB-00390,170.8,5.88,927,0.5449,0.2389,0,1,Standart Tarife,RISKLI_KAYIP
SUB-00391,147.75,11.99,237,0.0285,0.4645,3,0,Genç Tarife,YUKSEK_DEGER
SUB-00392,68.75,2.94,211,0.5723,0.2418,0,3,Aile Paketi,RISKLI_KAYIP
SUB-00393,152.16,4.26,254,0.1424,0.3754,1,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00394,142.12,26.18,658,0.3427,0.1367,1,0,Genç Tarife,YUKSEK_DEGER
SUB-00395,374.6,20.37,312,0.1783,0.6628,1,2,Genç Tarife,YUKSEK_DEGER
SUB-00396,147.7,16.64,257,0.2766,0.4914,3,0,Premium Tarife,YUKSEK_DEGER
SUB-00397,150.67,12.15,506,0.3736,0.4462,0,1,Standart Tarife,YUKSEK_DEGER
SUB-00398,69.35,3.75,461,0.303,0.3011,3,0,Öğrenci Tarifesi,BELIRSIZ
SUB-00399,89.34,10.94,261,0.2562,0.3801,0,2,Genç Tarife,BELIRSIZ
SUB-00400,197.54,14.48,105,0.0537,0.608,1,2,Genç Tarife,YUKSEK_DEGER
SUB-00401,37.61,25.0,649,0.6243,0.5775,2,1,Aile Paketi,RISKLI_KAYIP
SUB-00402,255.5,32.23,467,0.3203,0.4294,2,2,Standart Tarife,YUKSEK_DEGER
SUB-00403,259.44,26.72,78,0.6503,0.2455,0,3,Genç Tarife,RISKLI_KAYIP
SUB-00404,83.11,20.28,1009,0.0467,0.1576,2,2,Standart Tarife,BELIRSIZ
SUB-00405,179.85,16.45,75,0.0915,0.277,0,3,Standart Tarife,BELIRSIZ
SUB-00406,295.33,18.92,224,0.0462,0.6378,1,2,Genç Tarife,YUKSEK_DEGER
SUB-00407,135.11,10.38,234,0.3757,0.64,0,0,Genç Tarife,YENI_ABONE
SUB-00408,119.83,17.47,264,0.664,0.1427,5,0,Genç Tarife,RISKLI_KAYIP
SUB-00409,129.26,14.42,258,0.4097,0.3243,1,1,Genç Tarife,RISKLI_KAYIP
SUB-00410,170.57,61.67,154,0.4332,0.1815,3,3,Genç Tarife,RISKLI_KAYIP
SUB-00411,97.18,19.25,438,0.1203,0.637,0,2,Premium Tarife,YUKSEK_DEGER
SUB-00412,113.44,2.19,717,0.3445,0.1581,0,3,Premium Tarife,RISKLI_KAYIP
SUB-00413,172.6,11.67,434,0.1982,0.5309,2,1,Premium Tarife,YUKSEK_DEGER
SUB-00414,107.55,13.27,484,0.2753,0.4709,2,4,Premium Tarife,BELIRSIZ
SUB-00415,65.1,29.14,317,0.121,0.1017,0,4,Öğrenci Tarifesi,BELIRSIZ
SUB-00416,34.95,20.97,423,0.0968,0.1214,0,2,Öğrenci Tarifesi,PASIF
SUB-00417,149.46,20.25,507,0.1714,0.3704,2,2,Aile Paketi,BELIRSIZ
SUB-00418,284.98,37.96,614,0.308,0.4583,1,0,Premium Tarife,YUKSEK_DEGER
SUB-00419,185.18,46.68,244,0.6156,0.5076,1,4,Standart Tarife,RISKLI_KAYIP
SUB-00420,66.9,26.15,221,0.016,0.3008,1,1,Standart Tarife,BELIRSIZ
SUB-00421,88.91,12.36,54,0.1342,0.218,1,1,Standart Tarife,BELIRSIZ
SUB-00422,119.27,12.64,1188,0.537,0.2969,3,5,Premium Tarife,BELIRSIZ
SUB-00423,381.32,34.87,1143,0.0904,0.4793,2,3,Aile Paketi,YUKSEK_DEGER
SUB-00424,392.93,12.61,377,0.472,0.5428,0,2,Standart Tarife,YUKSEK_DEGER
SUB-00425,367.28,15.66,391,0.554,0.4236,2,1,Aile Paketi,YUKSEK_DEGER
SUB-00426,158.76,11.48,965,0.1555,0.0973,0,1,Standart Tarife,BELIRSIZ
SUB-00427,600.0,6.81,158,0.5471,0.694,0,0,Standart Tarife,YUKSEK_DEGER
SUB-00428,91.87,58.67,205,0.2185,0.3969,1,1,Standart Tarife,BELIRSIZ
SUB-00429,116.51,15.74,1002,0.2764,0.373,0,0,Aile Paketi,YENI_ABONE
SUB-00430,244.34,41.45,315,0.2643,0.5981,0,1,Premium Tarife,YUKSEK_DEGER
SUB-00431,173.14,12.74,184,0.413,0.3374,2,3,Aile Paketi,BELIRSIZ
SUB-00432,179.02,9.99,526,0.346,0.5813,1,0,Öğrenci Tarifesi,BELIRSIZ
SUB-00433,74.97,24.69,245,0.3851,0.4717,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-00434,141.48,32.14,899,0.4449,0.4897,1,0,Öğrenci Tarifesi,BELIRSIZ
SUB-00435,92.78,33.49,421,0.4321,0.4754,4,1,Premium Tarife,RISKLI_KAYIP
SUB-00436,56.13,14.34,252,0.5815,0.6442,4,1,Premium Tarife,RISKLI_KAYIP
SUB-00437,100.16,26.43,262,0.1875,0.57,1,2,Aile Paketi,BELIRSIZ
SUB-00438,173.17,10.86,510,0.1268,0.2392,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-00439,221.81,17.32,342,0.0941,0.5585,2,3,Aile Paketi,YUKSEK_DEGER
SUB-00440,33.92,13.33,312,0.3119,0.5159,2,4,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00441,145.56,11.87,629,0.18,0.2325,0,1,Standart Tarife,BELIRSIZ
SUB-00442,137.57,17.83,973,0.2406,0.1388,0,0,Genç Tarife,YENI_ABONE
SUB-00443,167.87,6.66,575,0.2936,0.3768,1,0,Aile Paketi,BELIRSIZ
SUB-00444,67.8,30.44,231,0.3939,0.3479,3,4,Öğrenci Tarifesi,BELIRSIZ
SUB-00445,68.75,11.9,175,0.227,0.3205,1,0,Aile Paketi,BELIRSIZ
SUB-00446,289.3,29.5,606,0.2711,0.5962,4,3,Standart Tarife,BELIRSIZ
SUB-00447,83.85,7.9,574,0.2336,0.3374,2,2,Aile Paketi,BELIRSIZ
SUB-00448,112.96,11.87,297,0.0185,0.6507,2,0,Premium Tarife,BELIRSIZ
SUB-00449,120.41,6.64,346,0.2069,0.147,1,4,Genç Tarife,BELIRSIZ
SUB-00450,93.94,6.42,241,0.5235,0.3839,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-00451,194.02,8.78,179,0.0323,0.612,4,3,Premium Tarife,YUKSEK_DEGER
SUB-00452,184.52,8.0,255,0.1605,0.6889,3,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00453,133.82,6.68,41,0.6564,0.3746,1,2,Genç Tarife,RISKLI_KAYIP
SUB-00454,97.58,16.49,798,0.2524,0.3759,0,2,Standart Tarife,BELIRSIZ
SUB-00455,127.34,24.37,137,0.4119,0.346,1,1,Premium Tarife,RISKLI_KAYIP
SUB-00456,153.04,25.23,382,0.0526,0.6307,2,3,Premium Tarife,BELIRSIZ
SUB-00457,88.98,3.47,64,0.4168,0.3759,4,2,Premium Tarife,RISKLI_KAYIP
SUB-00458,202.44,13.27,562,0.0833,0.3389,0,2,Aile Paketi,YUKSEK_DEGER
SUB-00459,254.43,12.31,671,0.5822,0.4704,1,2,Premium Tarife,YUKSEK_DEGER
SUB-00460,317.18,38.39,406,0.1694,0.777,0,3,Genç Tarife,BELIRSIZ
SUB-00461,306.36,13.65,367,0.5327,0.6104,2,2,Genç Tarife,YUKSEK_DEGER
SUB-00462,119.93,15.52,240,0.0797,0.3095,1,1,Standart Tarife,BELIRSIZ
SUB-00463,157.64,4.79,786,0.33,0.4656,1,1,Genç Tarife,RISKLI_KAYIP
SUB-00464,132.24,8.6,114,0.4555,0.2883,1,1,Aile Paketi,RISKLI_KAYIP
SUB-00465,131.95,4.52,283,0.2488,0.4884,1,1,Standart Tarife,YUKSEK_DEGER
SUB-00466,126.78,17.25,220,0.4864,0.6485,0,0,Genç Tarife,YENI_ABONE
SUB-00467,147.21,39.18,214,0.0932,0.5117,2,1,Genç Tarife,BELIRSIZ
SUB-00468,278.2,8.84,773,0.2464,0.3934,2,1,Genç Tarife,YUKSEK_DEGER
SUB-00469,176.27,13.73,352,0.187,0.6401,0,0,Premium Tarife,YENI_ABONE
SUB-00470,65.68,8.04,239,0.1812,0.4579,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-00471,248.36,10.2,477,0.1532,0.4849,4,0,Standart Tarife,RISKLI_KAYIP
SUB-00472,166.51,17.5,452,0.3839,0.4727,0,0,Premium Tarife,YUKSEK_DEGER
SUB-00473,195.31,51.13,663,0.3222,0.1323,1,3,Premium Tarife,BELIRSIZ
SUB-00474,174.22,37.95,510,0.1761,0.6267,2,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00475,178.95,45.16,363,0.4457,0.3125,0,2,Premium Tarife,RISKLI_KAYIP
SUB-00476,183.81,29.67,380,0.6609,0.6179,3,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00477,39.94,13.6,496,0.246,0.5785,3,0,Premium Tarife,BELIRSIZ
SUB-00478,193.87,12.26,195,0.0554,0.4909,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00479,91.56,8.89,445,0.174,0.3838,1,1,Genç Tarife,YUKSEK_DEGER
SUB-00480,107.35,1.22,960,0.5201,0.2843,3,2,Aile Paketi,RISKLI_KAYIP
SUB-00481,146.49,13.44,406,0.0208,0.3147,0,4,Premium Tarife,BELIRSIZ
SUB-00482,345.09,39.53,302,0.1052,0.4642,1,0,Standart Tarife,YUKSEK_DEGER
SUB-00483,73.8,39.25,299,0.3943,0.3292,0,3,Genç Tarife,BELIRSIZ
SUB-00484,143.49,63.17,483,0.5002,0.3657,1,0,Premium Tarife,RISKLI_KAYIP
SUB-00485,124.87,18.42,430,0.236,0.3076,1,1,Standart Tarife,BELIRSIZ
SUB-00486,246.34,5.8,579,0.4236,0.3212,2,3,Premium Tarife,YUKSEK_DEGER
SUB-00487,122.71,23.31,250,0.3246,0.2546,1,1,Standart Tarife,YUKSEK_DEGER
SUB-00488,167.63,51.48,339,0.2447,0.2471,1,3,Aile Paketi,RISKLI_KAYIP
SUB-00489,73.95,42.86,640,0.4816,0.5481,0,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00490,269.94,11.22,671,0.104,0.4874,3,1,Premium Tarife,YUKSEK_DEGER
SUB-00491,52.67,6.29,675,0.2727,0.2384,1,1,Öğrenci Tarifesi,PASIF
SUB-00492,192.34,6.14,598,0.5469,0.5822,3,2,Aile Paketi,RISKLI_KAYIP
SUB-00493,168.26,9.35,611,0.4021,0.6086,3,1,Standart Tarife,YUKSEK_DEGER
SUB-00494,182.93,10.49,445,0.4831,0.5187,2,0,Premium Tarife,BELIRSIZ
SUB-00495,53.24,12.86,133,0.2718,0.4158,2,3,Aile Paketi,BELIRSIZ
SUB-00496,121.13,25.4,144,0.7107,0.642,3,4,Premium Tarife,RISKLI_KAYIP
SUB-00497,239.57,12.53,401,0.5724,0.5533,3,0,Standart Tarife,RISKLI_KAYIP
SUB-00498,374.06,16.77,412,0.6904,0.4396,0,1,Genç Tarife,YUKSEK_DEGER
SUB-00499,137.03,4.23,211,0.536,0.2472,0,6,Genç Tarife,BELIRSIZ
SUB-00500,226.88,8.89,221,0.0906,0.6419,2,2,Standart Tarife,YUKSEK_DEGER
SUB-00501,158.73,8.57,362,0.4543,0.5725,1,1,Aile Paketi,BELIRSIZ
SUB-00502,141.41,3.57,1294,0.1684,0.5647,0,0,Genç Tarife,YENI_ABONE
SUB-00503,112.5,12.3,183,0.1576,0.3735,2,2,Standart Tarife,BELIRSIZ
SUB-00504,146.94,4.26,291,0.3749,0.3364,1,2,Premium Tarife,BELIRSIZ
SUB-00505,215.46,11.65,663,0.2522,0.7018,4,4,Genç Tarife,YUKSEK_DEGER
SUB-00506,225.61,17.7,590,0.1493,0.2137,0,2,Premium Tarife,YUKSEK_DEGER
SUB-00507,61.37,39.96,467,0.048,0.1493,4,0,Standart Tarife,BELIRSIZ
SUB-00508,106.13,8.22,88,0.1974,0.2241,4,1,Premium Tarife,BELIRSIZ
SUB-00509,71.4,17.35,326,0.4694,0.2261,1,3,Aile Paketi,RISKLI_KAYIP
SUB-00510,151.4,9.87,1087,0.0216,0.272,2,3,Öğrenci Tarifesi,BELIRSIZ
SUB-00511,118.45,4.04,215,0.0869,0.3934,1,0,Premium Tarife,BELIRSIZ
SUB-00512,179.36,40.26,209,0.2134,0.5535,1,3,Aile Paketi,BELIRSIZ
SUB-00513,186.64,18.27,934,0.3869,0.4957,3,1,Premium Tarife,YUKSEK_DEGER
SUB-00514,25.07,22.51,361,0.3066,0.1104,3,3,Öğrenci Tarifesi,BELIRSIZ
SUB-00515,146.25,44.47,94,0.1343,0.4375,1,0,Standart Tarife,BELIRSIZ
SUB-00516,281.28,11.61,166,0.1076,0.3138,1,1,Aile Paketi,YUKSEK_DEGER
SUB-00517,106.16,5.54,254,0.2236,0.2331,2,1,Aile Paketi,YENI_ABONE
SUB-00518,104.18,8.12,453,0.4712,0.5577,1,3,Premium Tarife,RISKLI_KAYIP
SUB-00519,254.26,5.09,335,0.3403,0.5477,1,1,Aile Paketi,RISKLI_KAYIP
SUB-00520,231.58,33.32,202,0.484,0.7168,4,0,Premium Tarife,RISKLI_KAYIP
SUB-00521,76.54,52.74,338,0.177,0.3093,2,0,Aile Paketi,BELIRSIZ
SUB-00522,218.78,17.56,215,0.0654,0.1917,0,2,Genç Tarife,YUKSEK_DEGER
SUB-00523,88.3,25.88,1125,0.3858,0.1721,1,3,Standart Tarife,BELIRSIZ
SUB-00524,103.48,30.5,159,0.3571,0.6044,3,2,Standart Tarife,BELIRSIZ
SUB-00525,76.49,46.36,278,0.2869,0.4905,1,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00526,61.02,51.37,251,0.0726,0.4535,3,2,Genç Tarife,BELIRSIZ
SUB-00527,156.74,2.78,253,0.1947,0.6345,0,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00528,54.48,10.09,173,0.1291,0.4259,2,5,Aile Paketi,BELIRSIZ
SUB-00529,160.54,16.18,891,0.1378,0.3931,0,1,Aile Paketi,BELIRSIZ
SUB-00530,157.55,9.14,1354,0.0996,0.397,0,2,Standart Tarife,BELIRSIZ
SUB-00531,133.29,13.1,489,0.1094,0.1913,1,0,Öğrenci Tarifesi,BELIRSIZ
SUB-00532,109.37,21.53,462,0.5062,0.6262,0,3,Genç Tarife,BELIRSIZ
SUB-00533,96.07,21.13,111,0.3231,0.2367,1,2,Premium Tarife,BELIRSIZ
SUB-00534,69.92,29.85,878,0.297,0.0661,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-00535,318.51,16.44,215,0.0929,0.4782,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00536,129.68,1.39,100,0.3189,0.4183,0,1,Standart Tarife,BELIRSIZ
SUB-00537,127.02,12.3,547,0.6176,0.4397,2,2,Aile Paketi,RISKLI_KAYIP
SUB-00538,79.01,20.1,738,0.0516,0.6547,2,0,Aile Paketi,BELIRSIZ
SUB-00539,299.89,31.25,872,0.3095,0.6074,0,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-00540,100.04,28.36,280,0.4786,0.5283,2,2,Premium Tarife,BELIRSIZ
SUB-00541,169.67,14.87,258,0.1739,0.657,1,2,Aile Paketi,BELIRSIZ
SUB-00542,189.05,9.57,438,0.4054,0.3847,1,3,Öğrenci Tarifesi,BELIRSIZ
SUB-00543,156.81,15.38,335,0.6159,0.5803,1,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-00544,53.52,3.24,554,0.3361,0.2329,1,0,Aile Paketi,PASIF
SUB-00545,213.51,10.33,441,0.6196,0.3121,1,2,Standart Tarife,YUKSEK_DEGER
SUB-00546,99.38,35.06,202,0.1469,0.4595,0,3,Öğrenci Tarifesi,BELIRSIZ
SUB-00547,230.27,15.35,890,0.2323,0.4591,0,2,Premium Tarife,YUKSEK_DEGER
SUB-00548,140.72,20.7,556,0.0719,0.6403,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-00549,195.72,4.89,727,0.2211,0.3501,1,4,Standart Tarife,BELIRSIZ
